gender,height,weight,age,family,rich,curse,can_fly,popular,profession_group,hair_color,clothing_color,eyes_color,skill_color,weapon,equipment,str,int,dex,lux,isWind_Archer
1,166,55,39,0,0,0,0,1,3,1,7,4,2,1,4,4014,7161,8097,3889,0
0,155,71,10,1,1,0,1,1,5,6,1,4,6,1,3,9470,1771,7521,6841,0
0,177,48,57,1,0,1,0,0,2,3,2,1,2,1,2,8985,2661,9234,2555,0
0,143,45,14,1,1,1,0,0,5,6,7,3,6,4,3,2794,5727,9008,2376,0
0,203,84,49,1,1,1,1,0,1,2,7,3,1,2,3,8971,784,3396,896,0
1,195,98,51,1,1,1,0,1,2,2,4,1,2,2,2,3614,5793,2456,6948,0
0,169,98,35,0,0,0,1,0,3,5,7,7,4,6,1,8254,3499,2211,5423,0
1,160,100,45,0,0,0,0,0,5,7,7,3,5,6,4,3755,9716,8373,3894,0
1,209,108,38,1,1,0,0,1,2,2,4,1,5,3,2,9564,117,4310,8683,0
0,163,41,55,0,1,1,1,1,5,6,7,4,2,5,5,6295,1943,65,6337,0
1,150,97,34,1,0,0,0,1,4,5,3,1,2,1,5,5017,7524,8500,5249,0
1,205,120,19,0,0,1,1,1,5,6,7,6,6,3,3,4751,7163,1585,6461,0
1,153,41,57,1,0,1,0,1,1,5,1,1,5,5,4,5282,9940,3530,2714,0
0,142,45,16,0,0,0,0,1,1,1,5,3,4,6,3,8417,4558,9504,1334,0
1,159,85,25,0,0,0,0,1,4,2,1,6,5,1,2,6082,8454,5598,168,0
0,199,70,47,0,0,1,0,1,1,1,4,1,5,4,3,3035,862,781,1622,0
0,160,82,35,0,0,1,0,0,3,3,1,4,1,6,3,5946,2887,6773,5057,0
0,203,90,39,0,0,0,0,0,4,1,7,3,4,2,1,8970,1124,5828,6180,0
1,157,54,33,0,0,1,1,1,4,3,1,1,1,6,4,8649,2627,9867,6477,0
1,177,116,14,0,0,1,1,1,1,3,7,6,4,6,3,8807,9281,532,52,0
1,150,48,24,1,0,1,1,0,2,1,3,7,5,5,3,2905,609,8825,454,0
1,188,73,42,0,0,1,0,1,2,7,3,6,6,3,1,1316,2154,223,6280,0
1,196,62,34,1,1,0,0,1,5,2,6,1,3,1,3,570,7586,7367,2376,0
1,143,79,50,0,1,0,1,0,3,6,7,7,6,4,4,6285,9190,4134,2318,1
1,199,100,19,1,1,1,0,1,1,2,6,2,3,2,3,4682,805,6160,3689,0
0,169,119,28,0,0,1,0,1,4,2,6,7,3,5,3,3701,5906,9037,9184,0
0,172,99,32,1,1,0,0,0,2,6,7,4,4,5,4,5730,5929,2698,9898,0
1,149,96,30,0,0,1,1,1,3,6,1,6,7,3,3,5872,9282,470,3980,0
0,172,100,15,1,0,1,0,1,2,4,3,2,5,5,3,7379,5310,5583,5328,0
1,181,71,13,0,1,1,0,1,3,3,3,7,2,5,4,484,4929,4032,4043,0
0,198,116,48,0,0,0,0,1,2,1,4,2,1,5,1,7591,360,4201,5260,0
0,196,57,11,1,1,0,0,1,1,2,2,7,2,1,1,7843,8488,8832,9263,0
0,155,94,31,0,1,0,0,0,1,3,7,2,4,3,5,5290,1733,461,1085,0
1,175,128,28,1,1,1,1,1,5,7,5,6,4,5,3,7526,5275,8218,7979,0
0,156,73,10,1,0,1,1,0,2,5,5,3,1,1,1,5308,3206,3976,1820,0
1,156,78,43,1,0,0,1,0,5,3,5,4,4,3,2,8963,8600,6648,6650,0
1,167,73,43,1,1,1,0,1,3,5,2,2,7,6,2,6022,6565,2273,1182,0
0,169,48,20,1,1,0,0,1,2,7,2,7,5,6,3,5042,9403,1006,8753,0
0,171,79,31,0,1,0,1,0,1,1,2,4,3,4,5,6389,804,9967,3027,0
0,187,73,16,1,0,1,0,0,5,2,1,5,7,5,5,9664,8485,5482,334,0
1,206,53,34,0,0,0,0,1,3,5,7,5,2,6,2,3720,8088,1303,7667,0
1,145,123,11,0,0,1,0,1,3,2,4,5,4,5,5,9683,5749,9158,276,0
1,190,42,11,1,1,0,1,0,4,2,2,6,7,1,3,6904,758,4849,7581,0
1,158,74,39,0,0,0,1,1,3,3,3,2,3,4,3,1653,3198,5665,3664,1
1,160,54,44,0,0,0,0,0,4,4,4,6,5,3,2,8919,9801,9395,163,0
1,158,43,15,0,1,0,0,1,4,7,4,7,6,1,4,9576,2906,4224,9945,0
1,189,83,58,1,1,0,1,1,4,6,5,7,1,3,3,1509,3328,235,1201,0
0,208,54,15,0,0,1,0,0,4,7,5,4,6,4,5,6991,6750,3253,6422,0
0,209,52,23,1,1,0,1,1,2,4,6,4,2,3,3,4602,2446,7256,2400,0
0,161,110,38,1,1,1,1,1,3,7,5,3,1,5,3,1559,4530,468,4360,0
0,148,116,38,0,1,0,0,1,2,3,6,7,6,3,1,4327,6923,2937,9151,0
0,186,47,56,0,1,0,1,0,1,4,3,3,4,1,2,5336,3076,643,7555,0
1,153,129,53,0,1,0,1,1,1,7,1,3,1,1,4,7499,8123,6690,3987,0
0,164,46,23,1,1,1,0,1,3,5,5,3,7,1,4,1385,4829,6552,7266,0
0,155,121,54,0,1,1,0,0,4,2,5,3,4,5,3,6203,9454,662,2302,0
1,144,80,19,0,0,1,0,1,5,7,3,2,3,6,4,5823,7231,5262,4262,0
1,205,90,57,1,0,1,0,1,4,1,7,3,1,4,1,4990,9614,8312,3341,1
0,204,127,28,0,1,1,1,0,4,3,1,6,3,5,4,8422,8002,1052,1794,0
1,157,42,43,0,0,0,1,1,3,4,6,6,2,2,4,9679,7062,8545,9710,0
1,186,58,41,0,0,1,1,0,4,6,6,4,6,1,4,4338,2582,6428,7744,0
1,170,55,48,1,1,0,0,1,5,6,6,2,1,2,2,8170,6919,690,2826,0
1,185,69,21,0,1,0,0,0,1,3,4,2,7,5,5,5698,9759,1897,8392,0
1,154,75,30,0,1,1,1,0,2,5,2,4,7,4,5,2164,775,1479,3501,1
1,189,60,33,1,1,1,1,1,1,7,6,4,5,4,1,6452,5866,2567,6477,1
0,196,79,37,1,1,1,0,1,2,2,7,1,1,6,4,7477,2598,6366,2973,0
0,160,40,51,0,1,0,1,1,1,5,1,5,5,4,3,5465,5476,4002,9974,0
1,155,61,33,1,1,0,0,1,2,5,2,6,3,6,5,7543,9444,6062,4227,0
0,159,80,35,1,1,0,1,0,5,2,5,1,5,5,4,4461,8230,6189,3209,0
0,167,70,10,0,0,0,1,1,2,1,7,4,6,1,2,2649,1499,8785,35,0
0,165,80,19,1,0,1,1,0,5,1,6,5,4,6,4,5002,4780,191,902,0
0,141,98,56,1,1,1,0,0,3,7,6,7,4,6,3,3353,136,7320,329,0
0,141,91,39,1,0,1,0,1,5,3,7,2,4,3,2,7681,665,7865,2388,0
0,194,56,45,1,1,1,0,1,5,1,6,2,2,3,5,4468,166,7002,7897,0
1,205,55,11,1,0,0,0,1,4,2,5,3,5,4,2,8702,8548,642,9755,1
0,173,86,55,1,1,0,0,0,1,6,6,4,6,1,1,4376,129,5329,3705,0
1,146,95,56,1,1,0,1,0,2,3,6,5,3,4,4,8553,2941,7198,7770,1
0,142,100,11,1,1,0,0,1,1,2,7,5,7,4,3,6928,8510,73,5140,0
0,198,44,14,1,1,1,0,0,3,5,4,4,7,1,1,2933,1029,6872,2792,0
0,198,69,45,1,0,0,0,0,1,2,3,3,7,2,3,1013,101,9150,4395,0
1,185,56,25,0,1,0,0,1,5,6,4,6,6,2,4,8743,856,254,6584,0
0,176,104,18,0,0,0,0,0,1,2,4,5,5,6,1,5922,1428,1523,6826,0
1,184,105,11,0,1,0,1,0,5,2,1,4,3,5,5,6498,9956,2048,8819,0
0,170,74,59,0,0,0,1,1,2,5,3,3,3,6,3,9700,711,1307,3430,0
1,186,98,32,1,1,1,1,1,5,2,6,1,4,3,1,8497,6094,6710,1885,0
1,194,119,47,0,1,1,1,1,3,7,6,5,2,1,2,6903,846,3347,1707,0
0,158,57,24,0,1,1,1,0,2,4,7,2,7,2,2,4938,7086,3848,6147,0
0,142,89,21,0,1,1,1,1,4,7,6,3,2,3,2,2712,3147,4537,2106,0
1,145,91,33,0,0,0,1,1,2,6,2,5,5,2,4,7368,1398,1126,6466,0
0,147,88,55,1,0,1,1,0,1,2,3,2,6,4,4,5051,6445,5558,3629,0
0,159,128,31,1,0,1,0,1,1,1,2,7,1,4,2,2849,1126,9566,1196,0
1,166,43,16,0,1,1,0,1,3,4,4,2,2,4,4,3953,6820,6907,1910,1
0,151,93,24,1,0,0,0,1,3,6,1,2,4,3,5,589,3596,2746,3690,0
0,159,40,14,1,1,1,0,0,2,7,7,3,2,6,5,5759,1108,4210,2282,0
1,192,57,50,1,0,0,1,0,3,2,7,7,2,2,4,325,6598,8142,4208,0
1,142,119,49,0,1,0,0,0,1,1,5,6,3,6,5,7364,8763,1566,4501,0
1,182,60,26,0,1,0,0,0,5,7,2,4,3,3,4,3210,3846,5902,2498,0
0,195,123,23,1,1,0,0,0,3,1,2,6,5,1,3,5784,6431,4715,4705,0
1,189,57,21,1,1,1,0,1,5,3,4,3,6,3,5,9480,5737,3643,2483,0
1,174,116,11,0,0,1,1,0,1,3,2,4,2,4,3,575,185,8606,469,1
0,173,119,44,0,0,1,0,0,1,7,2,6,2,4,3,7307,81,6274,8231,0
0,190,66,38,1,0,0,0,0,4,4,3,6,5,2,1,314,2760,5086,8188,0
1,187,108,31,1,0,1,0,1,4,2,3,7,6,4,4,4050,4898,1163,4853,1
0,189,94,20,0,1,0,1,0,1,3,6,4,1,2,2,3115,5916,8712,6825,0
0,186,44,31,0,0,0,0,1,1,5,3,5,6,2,2,8187,9516,8210,6764,0
1,194,116,33,0,0,1,1,0,4,4,3,1,2,5,2,5017,5584,8144,8398,0
1,151,106,53,1,0,1,0,0,1,1,6,6,1,2,5,3690,7746,7224,5520,0
1,195,100,30,1,0,1,0,0,2,5,2,3,2,6,4,4936,1428,8621,5164,0
1,142,51,57,1,0,1,1,1,5,1,1,3,2,4,5,7060,7037,2765,1866,1
1,152,56,38,1,1,1,1,0,2,5,2,7,5,2,1,3973,5001,3351,2680,0
0,200,74,37,1,0,1,1,0,5,6,1,2,4,5,2,9988,3921,8338,6665,0
0,187,123,11,0,1,0,0,1,4,6,7,3,5,4,1,2442,6502,9228,4600,0
1,152,41,34,1,1,1,1,1,3,3,5,1,2,3,5,2468,6774,8149,8316,0
0,161,127,24,0,1,0,1,0,4,1,7,6,2,4,1,850,2644,2653,1102,0
0,154,88,35,1,0,0,0,0,4,2,2,2,6,4,2,9382,369,7580,9643,0
1,149,97,37,0,1,1,0,0,3,3,3,1,3,3,4,1267,1038,2285,5276,0
0,181,51,15,1,1,0,1,1,3,2,2,2,4,2,4,5057,5856,7019,7182,0
1,190,67,58,0,1,0,1,1,3,4,1,3,5,6,1,1582,7023,6026,6232,0
1,164,121,12,1,1,0,0,0,3,5,3,7,3,4,5,8437,3536,526,9471,1
1,151,73,14,0,1,0,1,0,5,2,2,3,7,1,5,7737,1962,6892,6508,0
1,144,125,29,0,1,1,1,0,4,5,1,3,2,6,4,4766,5826,2339,4567,0
0,174,59,35,0,0,1,0,0,4,6,7,6,3,3,1,8702,3824,9264,6890,0
1,144,49,44,0,1,1,0,1,2,4,6,5,2,6,3,980,8594,6816,2712,0
0,183,52,34,0,0,1,0,0,5,5,6,1,7,1,2,2765,7088,5578,4522,0
0,166,64,42,1,1,1,1,1,3,7,5,4,5,2,1,5249,8788,90,6222,0
1,202,124,21,0,0,0,0,0,1,4,3,6,5,2,4,7351,7497,5436,3392,0
1,177,65,44,1,1,0,0,0,1,2,5,4,7,1,4,3041,4655,1221,3102,0
1,156,85,19,0,1,1,1,0,2,3,1,1,1,1,1,3670,6428,4604,4241,0
0,178,104,34,0,0,0,0,0,5,1,6,4,2,4,5,3074,5405,7608,5023,0
1,195,92,10,0,1,1,1,0,5,3,6,4,7,6,5,4158,1802,1113,5529,0
1,203,72,32,1,1,1,0,1,4,4,4,1,7,5,5,275,3032,3515,8100,0
0,159,126,16,0,1,1,0,0,5,1,6,1,1,1,5,1451,8219,7813,8230,0
0,169,86,47,0,0,0,1,1,3,4,1,3,1,3,4,5442,9847,4153,9231,0
0,144,68,39,0,1,1,1,0,1,7,5,3,5,5,5,5281,886,4462,2171,0
0,155,87,42,0,1,0,1,1,4,3,5,4,1,6,2,2919,647,4390,9307,0
0,171,101,54,1,0,1,1,1,3,1,6,2,1,2,1,539,5053,8192,6151,0
1,207,46,46,0,0,1,1,0,5,6,1,5,1,5,3,5050,704,195,9607,0
0,167,124,47,1,0,1,1,1,3,3,7,1,4,4,2,399,3413,7330,7559,0
0,179,74,14,0,0,1,1,0,3,1,7,3,4,2,2,1684,390,189,9323,0
0,181,125,59,0,1,1,0,1,1,7,6,2,1,1,4,4303,8175,7041,7793,0
1,200,62,42,1,0,1,0,0,3,5,7,7,4,6,2,3798,164,8810,9468,0
1,155,95,18,0,0,1,1,1,2,4,6,1,5,4,2,7711,8853,681,3432,1
1,164,94,47,1,1,1,0,0,2,6,1,4,3,5,4,5022,6158,4159,7179,0
1,201,113,36,0,0,0,1,1,1,5,7,4,1,6,1,8397,8502,8348,2708,0
1,193,74,37,0,1,1,1,0,4,6,7,6,7,6,5,9532,1254,8672,224,0
1,158,102,18,0,1,0,1,0,5,1,3,6,6,2,4,2393,96,5903,3223,0
0,183,120,17,0,1,0,1,0,2,2,2,7,3,3,2,5561,7904,3219,5749,0
1,159,90,38,1,0,0,0,0,2,5,5,7,7,5,3,1333,9843,1792,6420,0
1,187,49,47,1,1,1,0,0,2,3,5,5,1,6,5,1467,5352,59,668,0
0,204,94,43,0,1,1,1,1,1,3,7,1,5,2,2,5204,4192,520,6507,0
1,173,63,31,0,0,0,0,1,2,4,3,7,6,3,4,143,8880,7139,77,0
0,143,68,33,0,1,0,1,0,3,4,1,5,3,4,1,6167,4199,8384,6941,0
1,180,128,54,1,1,0,1,1,2,2,4,7,5,6,4,739,1356,2164,7087,0
0,162,103,21,0,1,0,0,1,2,3,1,5,2,3,2,8317,9052,4840,7071,0
0,196,42,19,0,0,1,1,1,4,4,5,6,5,3,5,1936,9165,14,5873,0
1,208,87,31,1,0,1,0,1,4,2,5,2,3,3,3,9398,8769,5057,2607,0
0,188,116,44,1,0,0,0,0,2,2,1,6,4,3,2,8198,2859,1507,9168,0
0,203,91,16,0,0,1,0,1,3,6,2,2,6,1,2,1922,6139,7178,6482,0
1,155,78,30,0,1,1,1,1,5,4,4,3,4,1,2,581,5005,6185,1586,0
0,162,126,53,0,0,0,1,0,1,7,6,4,1,1,4,5151,7999,9924,5745,0
0,143,71,12,0,1,1,0,1,2,2,1,3,7,4,4,9838,4583,450,5762,0
1,142,77,35,1,0,1,0,0,3,3,5,6,4,3,4,1611,1582,8996,2233,0
1,141,56,58,0,0,1,0,1,1,2,4,5,4,1,1,1697,547,2893,2678,0
0,168,69,39,0,1,0,1,1,1,6,2,6,2,6,4,3815,9189,7724,2763,0
1,198,53,23,0,0,0,1,1,1,5,6,3,2,6,2,1397,9887,5352,1372,0
0,203,57,57,0,0,1,1,1,4,6,3,1,5,5,4,2798,2023,7281,9118,0
0,194,68,31,1,1,1,1,0,1,4,2,2,1,6,4,974,5179,3755,9023,0
1,206,110,30,1,1,0,1,0,3,4,4,1,7,2,2,4079,7670,2984,3707,0
0,153,127,11,0,1,1,1,0,5,7,3,6,3,4,3,7596,7624,7638,8653,0
0,199,129,17,0,0,1,0,1,5,2,6,5,5,3,2,3472,3244,7170,2244,0
0,188,80,23,0,1,0,1,0,1,1,4,3,6,5,1,4636,3967,1300,2140,0
1,197,69,51,0,0,0,0,1,1,5,2,3,6,4,4,1521,3992,9076,3076,1
1,205,129,21,1,1,1,1,1,5,4,2,4,7,3,3,3113,6226,4465,1688,0
0,158,124,56,0,0,1,1,0,1,2,4,1,1,6,5,1820,3783,6544,9940,0
0,179,124,22,0,0,1,1,0,4,3,7,2,7,6,3,2682,9397,3309,6757,0
0,177,109,17,0,1,0,1,1,2,5,3,5,6,1,4,6972,8978,2332,9592,0
0,181,118,17,0,0,0,0,1,3,5,4,4,1,3,5,6686,6246,6450,5914,0
0,204,56,31,1,1,1,1,0,3,4,7,1,4,3,4,2946,2758,4827,4301,0
1,197,95,55,0,1,1,0,0,2,4,4,7,4,6,4,3532,8596,5479,601,0
0,147,56,47,1,1,1,1,0,2,2,5,3,1,2,1,9500,488,4847,2367,0
0,201,90,16,0,0,0,0,0,5,4,6,3,4,5,3,1847,4881,1816,1504,0
1,174,71,13,0,1,1,0,1,1,1,5,6,1,2,4,5835,1684,3513,7915,0
1,144,54,31,0,1,0,0,0,3,4,7,4,6,3,3,7043,3492,6059,5364,0
1,169,93,34,1,1,1,0,0,2,1,4,1,4,6,5,9656,1365,1187,6663,0
1,187,52,22,0,1,0,1,0,5,2,1,6,2,1,5,6457,3007,7557,3178,0
1,141,91,37,0,1,0,0,0,2,1,5,1,7,6,5,6660,2269,7608,5316,0
0,208,40,54,0,0,0,0,1,5,1,7,7,3,1,3,8507,6942,6310,2463,0
1,156,106,40,1,0,0,0,1,1,2,3,4,5,6,2,8217,7898,8462,3872,0
1,170,128,45,0,0,0,1,1,1,7,7,4,7,1,3,5294,2624,9006,8492,0
0,183,109,53,1,0,1,0,1,5,4,5,3,5,4,2,4097,4976,7988,3790,0
0,186,50,29,1,1,0,0,1,2,3,3,2,2,4,4,9463,5791,2680,7954,0
0,209,48,27,0,1,0,1,0,3,4,6,6,2,3,1,9306,2901,1326,7764,0
1,145,127,31,1,0,1,1,0,5,4,5,6,5,2,1,3243,2905,1836,921,0
0,142,81,28,0,1,1,0,1,3,6,7,3,4,1,1,3238,4104,8318,3703,0
0,187,113,42,0,1,0,0,1,3,2,5,4,1,5,2,134,8153,5877,2382,0
0,163,67,52,1,1,0,0,0,1,3,2,2,6,4,4,2964,1115,5755,3387,0
0,186,122,25,1,0,0,1,1,1,1,4,3,5,3,5,6619,3286,8617,8074,0
0,148,73,48,0,0,1,0,0,4,4,5,7,2,4,1,1311,8966,2118,7561,0
0,184,49,21,0,0,1,0,0,1,6,5,3,7,1,3,1899,3188,3417,6624,0
0,204,91,45,0,1,0,1,1,2,4,2,7,3,4,4,9144,8124,2494,2588,0
1,194,44,21,0,0,1,1,1,1,7,5,1,4,4,2,3138,3870,2955,8894,1
0,160,129,52,0,0,1,1,1,3,7,1,5,6,4,2,7691,482,6640,6053,0
0,203,98,37,1,1,1,0,1,4,3,3,7,7,2,5,3611,1538,9338,5170,0
1,204,122,46,1,0,0,1,1,2,2,1,5,7,4,5,6747,248,1393,8508,1
1,158,48,56,1,0,0,0,0,5,1,4,6,7,6,2,3617,2078,3535,1198,0
1,209,77,35,0,1,0,0,1,3,1,2,6,3,5,1,324,8699,7959,6308,0
1,152,88,49,0,0,1,0,1,5,3,6,3,7,2,5,8057,6737,9764,4296,0
0,160,95,18,0,0,1,0,0,1,1,2,7,2,2,1,694,402,792,8875,0
1,151,40,21,0,1,1,1,0,1,7,1,7,6,6,2,9445,7989,7746,2628,0
0,206,85,28,0,1,0,0,0,3,1,3,3,2,6,5,2663,6507,6829,4979,0
0,200,85,24,1,1,0,0,1,5,6,6,2,2,6,4,9822,8122,8305,6302,0
1,148,117,30,1,1,1,1,0,3,7,5,2,2,2,1,8453,2888,212,9447,0
1,199,107,47,1,1,1,1,1,2,3,6,6,3,4,3,3649,271,4703,3810,1
0,208,108,47,1,1,1,1,0,1,6,3,5,5,2,5,1860,2331,9311,9196,0
1,151,100,58,1,0,0,1,0,4,2,2,3,2,2,2,5736,3323,4910,3155,0
0,160,55,49,1,0,0,1,0,5,2,6,7,2,6,4,6057,6017,6104,1883,0
0,144,77,40,0,1,0,0,0,4,5,1,5,6,2,1,7048,8752,2611,494,0
0,175,64,49,0,0,1,1,1,2,4,2,7,4,4,4,9760,4744,700,4114,0
1,199,90,25,1,0,1,0,1,2,7,3,1,1,3,3,97,1461,5496,2784,0
0,177,101,27,0,1,1,1,1,3,6,2,3,6,5,5,8695,4506,3401,8582,0
0,148,58,36,0,0,0,0,1,1,2,4,2,1,1,5,9273,2930,1117,2335,0
0,161,120,49,1,1,0,0,0,2,6,6,3,3,3,2,6488,2767,7043,582,0
0,184,48,31,0,1,0,0,1,2,3,5,1,7,5,2,4501,5478,147,1132,0
1,172,93,52,1,0,1,0,1,2,7,6,4,7,2,5,3041,5615,1266,5822,0
1,205,72,50,1,0,0,1,0,1,1,5,5,6,1,5,5759,3920,8735,189,0
1,162,91,54,0,1,1,0,0,3,7,5,2,3,4,4,9288,7609,3113,1469,1
0,147,72,48,1,1,0,0,1,1,1,1,1,1,2,3,3674,4721,5708,5521,0
1,154,113,26,1,1,0,1,1,5,7,6,6,2,4,2,539,9008,5494,3066,1
0,169,104,57,1,0,0,0,1,5,6,4,5,7,6,1,5920,4991,5854,286,0
1,209,87,54,0,1,0,1,1,2,3,4,7,2,6,4,605,2709,7479,6734,0
1,147,41,59,1,1,1,1,0,2,6,4,7,1,3,3,735,6487,4327,5257,0
1,191,71,14,0,0,1,1,0,5,2,4,4,3,4,5,9376,4614,4235,2351,1
1,180,53,10,0,1,0,0,0,1,7,3,3,5,3,2,9904,1044,7221,8385,0
0,202,87,15,1,0,0,1,1,4,7,3,6,7,6,5,7153,6213,4488,599,0
0,169,81,56,0,0,0,0,0,3,7,4,5,4,2,2,3692,8192,5765,8991,0
1,142,42,54,0,0,0,1,0,2,3,5,2,3,5,5,9287,1664,1669,1619,0
1,160,120,16,1,0,0,0,0,4,2,5,5,4,1,5,8484,8389,6351,6696,0
0,173,70,46,1,1,1,1,1,5,2,3,1,1,4,5,6922,5834,1007,1620,0
0,176,109,39,0,1,1,1,1,5,1,3,3,1,1,4,5111,2002,7085,6177,0
0,178,59,15,1,0,0,1,1,1,3,4,6,1,4,4,2307,9945,7816,3235,0
1,205,103,25,0,0,0,1,0,4,2,3,6,3,4,1,4704,9241,3664,5630,1
0,195,97,29,0,1,0,0,1,1,1,5,4,3,3,3,5613,554,1418,6749,0
0,176,81,40,0,0,1,1,0,4,6,6,1,1,2,1,111,5940,7945,9990,0
0,183,84,49,0,0,0,0,0,4,4,6,5,4,2,3,9307,7189,4580,7249,0
1,166,53,34,1,0,1,0,0,2,2,2,2,3,5,3,7129,8094,413,5481,0
1,182,95,17,0,1,0,1,0,1,6,5,5,2,4,1,4588,7352,9280,6410,1
1,159,66,28,1,0,0,0,0,3,2,3,4,4,2,4,2214,2351,783,8330,0
1,158,112,51,1,1,1,0,0,2,4,3,7,2,3,1,566,977,1311,996,0
0,194,59,15,1,1,0,1,0,4,5,3,4,7,3,2,6901,1066,293,7822,0
1,181,117,26,1,1,0,0,0,1,1,2,3,6,4,3,7164,970,2710,6311,1
0,203,87,46,1,1,0,0,0,4,4,5,6,3,2,2,2578,7868,2904,4639,0
0,175,82,44,0,1,0,1,0,2,1,1,1,1,4,2,785,6592,7818,3038,0
0,143,123,21,0,1,0,1,1,4,3,7,2,4,2,3,3501,7950,7241,6491,0
0,143,91,36,0,0,0,0,0,4,4,2,4,3,6,2,701,2059,9719,6392,0
1,166,121,17,0,0,1,1,1,3,3,4,3,6,5,2,9162,2930,3364,4890,0
0,172,102,11,1,1,0,0,1,5,2,3,7,2,6,1,5471,4191,7963,9566,0
0,193,61,32,0,1,0,1,0,3,7,1,2,1,3,2,3496,1767,5474,9753,0
1,189,92,40,1,0,0,1,0,1,6,6,3,1,4,2,1281,9591,6651,9452,1
0,143,60,31,0,1,0,1,0,1,6,3,7,3,5,3,3023,5099,9379,9515,0
0,163,108,38,0,1,0,0,1,2,1,6,4,1,5,2,4010,3463,3976,5211,0
1,188,121,48,0,1,1,0,1,3,2,2,4,7,5,2,3507,3761,425,1155,0
1,164,66,30,1,0,0,0,1,1,5,6,1,5,1,4,6134,5812,1206,7663,0
1,151,116,37,0,0,0,1,0,3,7,2,2,5,2,3,6476,4259,2991,6058,0
0,145,62,49,1,0,0,0,1,3,3,2,7,2,3,3,4637,6956,7907,3053,0
0,179,75,18,0,1,0,0,1,5,5,1,2,7,3,3,6309,5421,409,9748,0
1,180,127,25,1,0,1,1,1,3,4,2,1,2,6,4,117,4125,4701,9143,0
1,172,123,38,1,0,0,1,0,5,5,3,5,7,3,2,3019,5464,3380,6170,0
0,180,67,10,1,0,0,1,1,5,7,5,2,4,5,2,7405,6116,7206,607,0
0,145,109,49,1,1,0,0,1,1,1,6,6,2,2,4,7534,5717,569,3659,0
1,148,117,55,1,0,0,0,1,2,6,3,6,1,4,4,7992,2849,9695,1046,1
0,172,112,35,0,0,0,0,0,5,7,1,5,1,1,2,5633,2984,6880,2367,0
1,165,47,14,0,0,0,0,1,3,3,7,2,2,6,3,6982,1755,3757,4292,0
1,181,117,24,1,0,0,1,0,4,5,2,4,6,2,5,5673,4355,9671,2192,0
0,202,75,56,0,0,0,1,1,5,6,3,4,2,6,3,3392,8156,9257,7458,0
0,207,70,17,1,0,0,1,1,5,1,1,2,5,6,4,8960,4455,6734,1959,0
1,174,63,41,1,1,1,0,1,1,5,1,6,3,5,1,1863,7024,3259,1006,0
0,182,115,56,1,0,1,0,1,1,3,1,2,1,6,3,5528,5216,1460,8231,0
0,145,84,54,1,1,1,0,0,1,6,2,5,6,6,4,8711,1807,4379,9242,0
1,175,106,45,1,1,0,1,1,3,3,1,7,2,6,4,4218,7565,9700,1182,0
1,142,105,24,1,1,1,1,1,2,2,3,4,2,4,1,680,5311,199,8568,1
1,196,58,36,0,1,1,1,1,4,5,4,4,4,2,1,4669,6386,3524,2308,0
0,149,79,33,0,0,1,0,0,5,4,1,7,1,5,1,4796,1587,852,3416,0
0,187,47,48,0,1,1,0,0,2,3,7,1,3,5,2,8387,9893,7706,4697,0
1,144,76,27,0,1,1,1,1,5,7,4,7,5,3,2,852,7264,7403,6450,0
0,196,114,10,1,0,1,1,0,2,5,1,5,6,1,4,433,4537,567,4672,0
0,193,95,49,0,0,1,0,0,1,4,4,4,5,1,1,1135,2093,3539,3751,0
0,208,92,31,1,1,0,1,1,2,7,3,7,5,3,3,9526,1683,2213,4030,0
1,179,112,22,0,1,0,1,1,2,6,1,5,6,6,2,8283,1920,5740,6921,0
0,196,119,38,1,0,0,0,0,4,2,7,7,4,1,5,2997,2119,8105,5900,0
1,146,59,39,0,1,1,1,0,5,2,3,3,6,2,1,6490,738,4064,6382,0
1,186,72,58,1,1,0,1,0,4,4,5,7,5,3,1,9902,7749,2250,1752,0
1,159,48,54,1,1,0,0,0,4,7,7,3,5,2,5,6579,1555,1269,6586,0
1,156,111,44,0,0,1,1,1,2,3,4,7,7,5,4,9683,6422,3240,1024,0
1,144,104,29,1,0,0,0,0,5,6,2,6,5,2,5,2195,9906,9722,7553,0
1,181,112,58,1,0,0,0,1,3,4,1,6,5,1,5,3729,2002,8636,9689,0
1,198,60,33,1,1,0,0,1,5,7,5,1,5,3,3,309,6051,3871,6159,0
1,206,71,43,1,0,1,0,0,4,1,3,6,5,3,3,6793,3367,1772,2405,0
0,188,52,22,0,1,1,0,1,2,5,1,1,4,5,1,4700,2244,6680,4920,0
0,169,129,55,1,1,1,0,1,1,4,2,7,6,2,2,6112,2581,7256,9593,0
0,204,109,50,0,0,0,1,0,1,4,4,3,5,5,1,5429,4243,6288,7293,0
0,160,43,38,0,0,1,1,0,3,6,7,6,6,3,2,1253,1713,7471,4914,0
1,144,104,59,1,0,0,1,1,1,5,4,4,2,6,5,2747,5916,9775,2771,0
0,158,55,55,0,0,0,1,0,1,3,7,1,6,4,5,1638,6413,4722,5481,0
1,208,100,10,1,1,1,0,0,4,4,7,1,7,3,4,9302,3719,9269,2228,0
1,174,61,44,0,0,0,1,0,5,3,5,2,3,5,3,836,3332,7427,8763,0
1,205,48,34,1,1,1,1,0,5,2,6,1,3,4,3,5586,3004,112,6902,1
